texte,sujet
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin Noël.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue de Boucher.",maraude
Il y a une maraude ce soir vers boulevard Gosselin ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de rue de Ferreira ? J’ai besoin de me laver rapidement.",douche
Quel est le commissariat le plus proche de avenue Bouchet ? J’ai besoin d’aide légale.,judiciaire
Quel est le commissariat le plus proche de rue de Barre ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à avenue Noémi Sauvage dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de avenue Pruvost ? Je me suis fait mal.,santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard Michelle Rodriguez.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Diaz.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin François Baron.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard de Leblanc ? J’ai besoin de me laver rapidement.",douche
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin Gilbert François.",maraude
"J’ai des pensées suicidaires, je suis à rue de Weber dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard Emmanuelle Bourgeois ? J’ai besoin de me laver rapidement.",douche
Il y a une maraude ce soir vers avenue Arnaud ? Je cherche un endroit pour manger ou discuter.,maraude
Il y a une maraude ce soir vers avenue Corinne Marty ? Je cherche un endroit pour manger ou discuter.,maraude
Quel est le commissariat le plus proche de rue de Guérin ? J’ai besoin d’aide légale.,judiciaire
Il y a une maraude ce soir vers rue de Normand ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin Daniel.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue Anastasie Besson.",maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard Delorme.",maraude
"J’ai des pensées suicidaires, je suis à chemin Marin dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à rue Alphonse Diaz dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Blot.",maraude
Y a-t-il un hôpital ou un médecin proche de avenue Joseph Mercier ? Je me suis fait mal.,santé
"Bonjour, est-ce qu’il y a des douches accessibles près de rue de Foucher ? J’ai besoin de me laver rapidement.",douche
Quel est le commissariat le plus proche de rue Lebrun ? J’ai besoin d’aide légale.,judiciaire
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin de Pons ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à boulevard de Gimenez dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à boulevard de Dupuy dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers chemin Ferrand ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de rue de Roux ? Je me suis fait mal.,santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin de Faure.",maraude
"J’ai des pensées suicidaires, je suis à rue de Diallo dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard de Duval.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin Arthur Blondel ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Gérard Traore ? J’ai besoin de me laver rapidement.",douche
Quel est le commissariat le plus proche de chemin Gérard ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à boulevard de Pelletier dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à boulevard Arnaud dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de rue Henri Bertrand ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de boulevard Astrid Boulay ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin de Briand.",maraude
"J’ai des pensées suicidaires, je suis à rue Dias dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à rue de Perez dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de boulevard Mallet ? Je me suis fait mal.,santé
Il y a une maraude ce soir vers chemin de Jacob ? Je cherche un endroit pour manger ou discuter.,maraude
Quel est le commissariat le plus proche de chemin Philippine Bouvet ? J’ai besoin d’aide légale.,judiciaire
Quel est le commissariat le plus proche de rue Grondin ? J’ai besoin d’aide légale.,judiciaire
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Didier ? J’ai besoin de me laver rapidement.",douche
Il y a une maraude ce soir vers rue Jean Arnaud ? Je cherche un endroit pour manger ou discuter.,maraude
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin Joseph Reynaud.",maraude
"J’ai des pensées suicidaires, je suis à rue de Pelletier dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de chemin Gilles Loiseau ? Je me suis fait mal.,santé
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin Joly ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de rue Hugues De Oliveira ? Je me suis fait mal.,santé
Il y a une maraude ce soir vers boulevard de Moreno ? Je cherche un endroit pour manger ou discuter.,maraude
"J’ai des pensées suicidaires, je suis à avenue Amélie Lesage dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à rue Charles dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à rue Lucie Moreau dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à avenue de Ruiz dans Paris. Je veux parler à quelqu’un.",santé
Quel est le commissariat le plus proche de avenue de Peltier ? J’ai besoin d’aide légale.,judiciaire
Il y a une maraude ce soir vers boulevard Édouard Blin ? Je cherche un endroit pour manger ou discuter.,maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin Gilles Marchal ? J’ai besoin de me laver rapidement.",douche
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Barthelemy ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de rue de Marchal ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de rue Claire Berger ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de boulevard de Guichard ? Je me suis fait mal.,santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard de Mahe.",maraude
Il y a une maraude ce soir vers chemin de Costa ? Je cherche un endroit pour manger ou discuter.,maraude
Quel est le commissariat le plus proche de chemin de Morel ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Grégoire Guillon.",maraude
Il y a une maraude ce soir vers rue Denis ? Je cherche un endroit pour manger ou discuter.,maraude
"J’ai des pensées suicidaires, je suis à boulevard Chantal Sauvage dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Paulette Pereira ? J’ai besoin de me laver rapidement.",douche
Quel est le commissariat le plus proche de boulevard Gilles ? J’ai besoin d’aide légale.,judiciaire
Quel est le commissariat le plus proche de chemin Mendès ? J’ai besoin d’aide légale.,judiciaire
Quel est le commissariat le plus proche de chemin Caroline Lambert ? J’ai besoin d’aide légale.,judiciaire
Quel est le commissariat le plus proche de avenue de Pruvost ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Dumas.",maraude
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard de Laroche ? J’ai besoin de me laver rapidement.",douche
Quel est le commissariat le plus proche de rue Marcel Marchand ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue Legrand.",maraude
Y a-t-il un hôpital ou un médecin proche de chemin Danielle Ferrand ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de rue de Olivier ? Je me suis fait mal.,santé
Y a-t-il un hôpital ou un médecin proche de rue Alves ? Je me suis fait mal.,santé
"J’ai des pensées suicidaires, je suis à boulevard Baudry dans Paris. Je veux parler à quelqu’un.",santé
Il y a une maraude ce soir vers avenue Jacques Moreau ? Je cherche un endroit pour manger ou discuter.,maraude
Il y a une maraude ce soir vers rue Tanguy ? Je cherche un endroit pour manger ou discuter.,maraude
Quel est le commissariat le plus proche de boulevard de Delannoy ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à boulevard Maryse Morvan dans Paris. Je veux parler à quelqu’un.",santé
"Bonjour, est-ce qu’il y a des douches accessibles près de chemin de Guillot ? J’ai besoin de me laver rapidement.",douche
Quel est le commissariat le plus proche de rue Hoareau ? J’ai besoin d’aide légale.,judiciaire
"Bonjour, est-ce qu’il y a des douches accessibles près de rue de Raynaud ? J’ai besoin de me laver rapidement.",douche
Quel est le commissariat le plus proche de chemin Zacharie Raymond ? J’ai besoin d’aide légale.,judiciaire
"Bonjour, est-ce qu’il y a des douches accessibles près de rue de Goncalves ? J’ai besoin de me laver rapidement.",douche
"J’ai des pensées suicidaires, je suis à boulevard de Lebon dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de boulevard Émilie Millet ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de boulevard de Gauthier ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à rue Corinne Rey dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à chemin de Le Roux dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de chemin Thierry Blanchet ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de chemin Barbe ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à rue Bigot dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de rue de Pasquier ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de chemin de Masson ? J’ai besoin d’aide légale.,judiciaire
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Émile Bigot ? J’ai besoin de me laver rapidement.",douche
Quel est le commissariat le plus proche de avenue Legros ? J’ai besoin d’aide légale.,judiciaire
"Bonjour, est-ce qu’il y a des douches accessibles près de boulevard Michel ? J’ai besoin de me laver rapidement.",douche
Y a-t-il un hôpital ou un médecin proche de chemin de Lagarde ? Je me suis fait mal.,santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue Carpentier.",maraude
Il y a une maraude ce soir vers boulevard Bernadette Baudry ? Je cherche un endroit pour manger ou discuter.,maraude
"J’ai des pensées suicidaires, je suis à rue Vasseur dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de chemin Victor Mallet.",santé
Il y a une maraude ce soir vers rue de Lebon ? Je cherche un endroit pour manger ou discuter.,maraude
Y a-t-il un hôpital ou un médecin proche de chemin Roger Lemonnier ? Je me suis fait mal.,santé
"Bonjour, est-ce qu’il y a des douches accessibles près de rue Labbé ? J’ai besoin de me laver rapidement.",douche
Quel est le commissariat le plus proche de boulevard Claudine Schmitt ? J’ai besoin d’aide légale.,judiciaire
"J’ai des pensées suicidaires, je suis à boulevard de Samson dans Paris. Je veux parler à quelqu’un.",santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de avenue Éric Bourdon.",maraude
Quel est le commissariat le plus proche de boulevard de Leclerc ? J’ai besoin d’aide légale.,judiciaire
Y a-t-il un hôpital ou un médecin proche de avenue Chauveau ? Je me suis fait mal.,santé
"Je cherche les horaires d’une maraude dans Paris, si possible près de rue Margaud Petit.",maraude
"J’ai des pensées suicidaires, je suis à boulevard Blanchet dans Paris. Je veux parler à quelqu’un.",santé
"J’ai des pensées suicidaires, je suis à boulevard Alexandria Cordier dans Paris. Je veux parler à quelqu’un.",santé
Y a-t-il un hôpital ou un médecin proche de rue Pelletier ? Je me suis fait mal.,santé
Quel est le commissariat le plus proche de rue Chevallier ? J’ai besoin d’aide légale.,judiciaire
"Je cherche les horaires d’une maraude dans Paris, si possible près de boulevard Nathalie Laurent.",maraude
